Sensor,Date,Variance,value
PS5-60,2021-08-25,12 Hours variance,0.2982172092013842
PS5-60,2021-08-26,12 Hours variance,0.3432981867283986
PS5-60,2021-08-27,12 Hours variance,0.2070282503857932
PS5-60,2021-08-28,12 Hours variance,0.325579668209873
PS5-60,2021-08-29,12 Hours variance,0.16932966820986486
PS5-60,2021-08-30,12 Hours variance,0.19258769531250688
PS5-60,2021-08-31,12 Hours variance,0.2476320312500046
PS5-60,2021-09-01,12 Hours variance,0.28532717013888514
PS5-60,2021-09-02,12 Hours variance,0.3170070312499948
PS5-60,2021-09-03,12 Hours variance,
PS6-60,2021-06-23,12 Hours variance,
PS6-60,2021-06-24,12 Hours variance,0.03600138888889204
PS6-60,2021-06-25,12 Hours variance,0.0670695312499977
PS6-60,2021-06-26,12 Hours variance,0.04025703124999935
PS6-60,2021-06-27,12 Hours variance,0.053901388888893495
PS6-60,2021-06-28,12 Hours variance,0.027482098765429862
PS6-60,2021-06-29,12 Hours variance,0.07980567370756228
PS6-60,2021-06-30,12 Hours variance,0.08145096450616998
PS6-60,2021-07-01,12 Hours variance,0.13588698157793927
PS6-60,2021-07-02,12 Hours variance,0.09956953124999644
PS6-60,2021-07-03,12 Hours variance,0.061566379726084614
PS6-60,2021-07-04,12 Hours variance,0.04077098765432258
PS6-60,2021-07-05,12 Hours variance,0.030165820312500976
PS6-60,2021-07-06,12 Hours variance,0.005175118152005916
PS6-60,2021-07-07,12 Hours variance,0.02879999999999536
PS6-60,2021-07-08,12 Hours variance,0.047449112654316394
PS6-60,2021-07-09,12 Hours variance,0.5391401644483006
PS6-60,2021-07-10,12 Hours variance,0.04472957417051842
PS6-60,2021-07-11,12 Hours variance,0.2124252411265335
PS6-60,2021-07-12,12 Hours variance,0.0570000096450668
PS6-60,2021-07-13,12 Hours variance,0.16252917631172983
PS6-60,2021-07-14,12 Hours variance,0.06259409963348608
PS6-60,2021-07-15,12 Hours variance,0.16252917631171362
PS6-60,2021-07-16,12 Hours variance,0.0001999999999996362
PS6-60,2021-07-17,12 Hours variance,0.288694454089503
PS6-60,2021-07-18,12 Hours variance,0.1138042534722186
PS6-60,2021-07-19,12 Hours variance,0.6485655868055638
PS6-60,2021-07-20,12 Hours variance,0.00019175347222243001
PS6-60,2021-07-21,12 Hours variance,2.42353700573981
PS6-60,2021-07-22,12 Hours variance,
PS6-60,2021-07-23,12 Hours variance,0.571558680555549
PS6-60,2021-07-24,12 Hours variance,1.2481999999999749
PS6-60,2021-07-25,12 Hours variance,0.5356125000000111
PS6-60,2021-07-26,12 Hours variance,2.574768792866921
PS6-60,2021-07-27,12 Hours variance,1.0106667848186797
PS6-60,2021-07-28,12 Hours variance,4.4688042534721655
PS6-60,2021-07-29,12 Hours variance,0.6757031249999934
PS6-60,2021-07-30,12 Hours variance,2.6757555555555865
PS6-60,2021-07-31,12 Hours variance,2.066092746913573
PS6-60,2021-08-01,12 Hours variance,0.32077825038580143
PS6-60,2021-08-02,12 Hours variance,5.429885503472203
PS6-60,2021-08-03,12 Hours variance,0.024169454089506992
PS6-60,2021-08-04,12 Hours variance,4.454490646701387
PS6-60,2021-08-05,12 Hours variance,0.5422454089506176
PS6-60,2021-08-06,12 Hours variance,4.871317537133513
PS6-60,2021-08-07,12 Hours variance,6.278097694830317
PS6-60,2021-08-08,12 Hours variance,5.42906168055551
PS6-60,2021-08-09,12 Hours variance,15.81953125964505
PS6-60,2021-08-10,12 Hours variance,5.145052794077961
PS6-60,2021-08-11,12 Hours variance,19.072174228395113
PS6-60,2021-08-12,12 Hours variance,
PS6-60,2021-08-13,12 Hours variance,9.31200987654324
PS6-60,2021-08-14,12 Hours variance,
PS6-60,2021-08-15,12 Hours variance,
PS6-60,2021-08-16,12 Hours variance,5.679854253472237
PS6-60,2021-08-17,12 Hours variance,0.9591125000000071
PS6-60,2021-08-18,12 Hours variance,0.4751093967013974
PS6-60,2021-08-19,12 Hours variance,3.231800009645048
PS6-60,2021-08-20,12 Hours variance,11.024773157793163
PS6-60,2021-08-21,12 Hours variance,0.00973206259645109
PS6-60,2021-08-22,12 Hours variance,12.580337000868054
PS6-60,2021-08-23,12 Hours variance,0.34163148389275
PS6-60,2021-08-24,12 Hours variance,5.952927201485364
PS6-60,2021-08-25,12 Hours variance,0.3992083550347262
PS6-60,2021-08-26,12 Hours variance,10.907044598765381
PS6-60,2021-08-27,12 Hours variance,0.06333339361497195
PS6-60,2021-08-28,12 Hours variance,0.24519448302469649
PS6-60,2021-08-29,12 Hours variance,0.13186252170139717
PS6-60,2021-08-30,12 Hours variance,0.38677234037422686
PS6-60,2021-08-31,12 Hours variance,0.03448959297839453
PS6-60,2021-09-01,12 Hours variance,0.656705750868058
PS6-60,2021-09-02,12 Hours variance,0.12382223186728973
PS6-60,2021-09-03,12 Hours variance,
PS7-60,2021-07-08,12 Hours variance,0.7533781250000077
PS7-60,2021-07-09,12 Hours variance,0.11025425347222853
PS7-60,2021-07-10,12 Hours variance,0.003166753472222117
PS7-60,2021-07-11,12 Hours variance,0.00010432098765419965
PS7-60,2021-07-12,12 Hours variance,0.012337586805555436
PS7-60,2021-07-13,12 Hours variance,0.0333680555555536
PS7-60,2021-07-14,12 Hours variance,0.07847951630015607
PS7-60,2021-07-15,12 Hours variance,4.72608024685893e-07
PS7-60,2021-07-16,12 Hours variance,0.0024402874228383765
PS7-60,2021-07-17,12 Hours variance,0.0016531250000002614
PS7-60,2021-07-18,12 Hours variance,0.10228387586804948
PS7-60,2021-07-19,12 Hours variance,0.11360555555556567
PS7-60,2021-07-20,12 Hours variance,0.17684726080247
PS7-60,2021-07-21,12 Hours variance,0.39075255594136754
PS7-60,2021-07-22,12 Hours variance,0.2563081114969171
PS7-60,2021-07-23,12 Hours variance,0.268787046682103
PS7-60,2021-07-24,12 Hours variance,0.21206328125000296
PS7-60,2021-07-25,12 Hours variance,0.09031250000000182
PS7-60,2021-07-26,12 Hours variance,0.1589722867905425
PS7-60,2021-07-27,12 Hours variance,0.8538703800154327
PS7-60,2021-07-28,12 Hours variance,0.49895887586804233
PS7-60,2021-07-29,12 Hours variance,0.3161781467013901
PS7-60,2021-07-30,12 Hours variance,0.34197598620755865
PS7-60,2021-07-31,12 Hours variance,
PS7-60,2021-08-17,12 Hours variance,
PS7-60,2021-08-18,12 Hours variance,0.3531500868055581
PS7-60,2021-08-19,12 Hours variance,0.472068055555553
PS7-60,2021-08-20,12 Hours variance,0.2881142963927586
PS7-60,2021-08-21,12 Hours variance,0.33608612075617705
PS7-60,2021-08-22,12 Hours variance,0.28653501398534187
PS7-60,2021-08-23,12 Hours variance,0.23489800347222353
PS7-60,2021-08-24,12 Hours variance,0.15239800347222354
PS7-60,2021-08-25,12 Hours variance,0.20908888888888993
PS7-60,2021-08-26,12 Hours variance,0.4197570312500112
PS7-60,2021-08-27,12 Hours variance,0.29452812499998776
PS7-60,2021-08-28,12 Hours variance,0.44618443528164087
PS7-60,2021-08-29,12 Hours variance,0.48867596450617373
PS7-60,2021-08-30,12 Hours variance,0.730118636670516
PS7-60,2021-08-31,12 Hours variance,0.5008336805555406
PS7-60,2021-09-01,12 Hours variance,0.3193891806520082
PS7-60,2021-09-02,12 Hours variance,0.4068145278742148
PS7-60,2021-09-03,12 Hours variance,
PS8-60,2021-07-07,12 Hours variance,
PS8-60,2021-08-12,12 Hours variance,
PS8-60,2021-08-18,12 Hours variance,0.10698524546682249
PS8-60,2021-08-19,12 Hours variance,0.3321690996334896
PS8-60,2021-08-20,12 Hours variance,0.35572269483023716
PS8-60,2021-08-21,12 Hours variance,0.39673015287421776
PS8-60,2021-08-22,12 Hours variance,0.4384771050347165
PS8-60,2021-08-23,12 Hours variance,0.2851698133680627
PS8-60,2021-08-24,12 Hours variance,0.27488023003471745
PS8-60,2021-08-25,12 Hours variance,0.21903925781250602
PS8-60,2021-08-26,12 Hours variance,0.2689907503857996
PS8-60,2021-08-27,12 Hours variance,0.2697553264853412
PS8-60,2021-08-28,12 Hours variance,0.2371404538001552
PS8-60,2021-08-29,12 Hours variance,0.3069687717013817
PS8-60,2021-08-30,12 Hours variance,0.4993751953125006
PS8-60,2021-08-31,12 Hours variance,0.5774392963927554
PS8-60,2021-09-01,12 Hours variance,0.35012176890431634
PS8-60,2021-09-02,12 Hours variance,0.28000138888889003
PS8-60,2021-09-03,12 Hours variance,
PM2-60,2021-06-23,12 Hours variance,4.740206028163592
PM2-60,2021-06-24,12 Hours variance,1.0982855034722254
PM2-60,2021-06-25,12 Hours variance,0.7065632812499987
PM2-60,2021-06-26,12 Hours variance,0.682014670138893
PM2-60,2021-06-27,12 Hours variance,0.2247292534722136
PM2-60,2021-06-28,12 Hours variance,34.43808368055559
PM2-60,2021-06-29,12 Hours variance,2.967657031249977
PM2-60,2021-06-30,12 Hours variance,0.25620868055555746
PM2-60,2021-07-01,12 Hours variance,0.1995013888888963
PM2-60,2021-07-02,12 Hours variance,0.30713203124999544
PM2-60,2021-07-03,12 Hours variance,0.10218967013888931
PM2-60,2021-07-04,12 Hours variance,0.06676467013889079
PM2-60,2021-07-05,12 Hours variance,0.18681328125000113
PM2-60,2021-07-06,12 Hours variance,0.08593967013888869
PM2-60,2021-07-07,12 Hours variance,4.019793836805557
PM2-60,2021-07-08,12 Hours variance,0.134983420138887
PM2-60,2021-07-09,12 Hours variance,0.22612812499999962
PM2-60,2021-07-10,12 Hours variance,0.12230633680555447
PM2-60,2021-07-11,12 Hours variance,0.002306336805555945
PM2-60,2021-07-12,12 Hours variance,0.041688281250000084
PM2-60,2021-07-13,12 Hours variance,0.0017013888888889027
PM2-60,2021-07-14,12 Hours variance,1.701388888885794e-05
PM2-60,2021-07-15,12 Hours variance,0.16244999999999613
PM2-60,2021-07-16,12 Hours variance,0.06052300347222091
PM2-60,2021-07-17,12 Hours variance,0.007812499999999556
PM2-60,2021-07-18,12 Hours variance,0.002568055555555467
PM2-60,2021-07-19,12 Hours variance,0.007793572084481636
PM2-60,2021-07-20,12 Hours variance,0.046894531249999566
PM2-60,2021-07-21,12 Hours variance,0.18427508680555682
PM2-60,2021-07-22,12 Hours variance,0.10908342013888628
PM2-60,2021-07-23,12 Hours variance,0.019420920138886473
PM2-60,2021-07-24,12 Hours variance,0.017813281249999785
PM2-60,2021-07-25,12 Hours variance,0.18276050347222486
PM2-60,2021-07-26,12 Hours variance,16.80147732445987
PM2-60,2021-07-27,12 Hours variance,0.4012586805555513
PM2-60,2021-07-28,12 Hours variance,0.5058503472222204
PM2-60,2021-07-29,12 Hours variance,0.09919800347222377
PM2-60,2021-07-30,12 Hours variance,0.10714592013888641
PM2-60,2021-07-31,12 Hours variance,0.003100781249999955
PM2-60,2021-08-01,12 Hours variance,0.00047534722222223393
PM2-60,2021-08-02,12 Hours variance,0.018288281249998668
PM2-60,2021-08-03,12 Hours variance,0.024475781249999495
PM2-60,2021-08-04,12 Hours variance,0.052272222222222484
PM2-60,2021-08-05,12 Hours variance,3.470734222222216
PM2-60,2021-08-06,12 Hours variance,0.3031423494897949
PM2-60,2021-08-07,12 Hours variance,0.3475289277281228
PM2-60,2021-08-08,12 Hours variance,0.054340055555553685
PM2-60,2021-08-09,12 Hours variance,0.2596802222222271
PM2-60,2021-08-10,12 Hours variance,0.25612346938775926
PM2-60,2021-08-11,12 Hours variance,13.200623022959247
PM2-60,2021-08-12,12 Hours variance,0.6147556805555632
PM2-60,2021-08-13,12 Hours variance,0.3909423324150523
PM2-60,2021-08-14,12 Hours variance,0.40521431405895636
PM2-60,2021-08-15,12 Hours variance,5.0471183673469415
PM2-60,2021-08-16,12 Hours variance,0.5208478206097344
PM2-60,2021-08-17,12 Hours variance,0.3795052800734618
PM2-60,2021-08-18,12 Hours variance,0.7055280073461887
PM2-60,2021-08-19,12 Hours variance,0.40992396694214944
PM2-60,2021-08-20,12 Hours variance,0.028429768990928098
PM2-60,2021-08-21,12 Hours variance,0.2999603305785171
PM2-60,2021-08-22,12 Hours variance,1.740148765432106
PM2-60,2021-08-23,12 Hours variance,0.8277555555555538
PM2-60,2021-08-24,12 Hours variance,1.1075680555555607
PM2-60,2021-08-25,12 Hours variance,1.1438281250000042
PM2-60,2021-08-26,12 Hours variance,0.4121022959183706
PM2-60,2021-08-27,12 Hours variance,0.2010081916099763
PM2-60,2021-08-28,12 Hours variance,2.577711265432086
PM2-60,2021-08-29,12 Hours variance,0.9331297839506154
PM2-60,2021-08-30,12 Hours variance,2.3857470703125063
PM2-60,2021-08-31,12 Hours variance,1.86287738235916e-05
PM2-60,2021-09-01,12 Hours variance,0.23613719135802894
PM2-60,2021-09-02,12 Hours variance,8.85949866850322
PM2-60,2021-09-03,12 Hours variance,
PM3-60,2021-06-23,12 Hours variance,2.567000347222206
PM3-60,2021-06-24,12 Hours variance,0.5760222222222269
PM3-60,2021-06-25,12 Hours variance,0.0796670138888943
PM3-60,2021-06-26,12 Hours variance,0.07653828124999978
PM3-60,2021-06-27,12 Hours variance,0.02263719135802383
PM3-60,2021-06-28,12 Hours variance,0.03182554253472528
PM3-60,2021-06-29,12 Hours variance,0.095703125
PM3-60,2021-06-30,12 Hours variance,0.11074394531249586
PM3-60,2021-07-01,12 Hours variance,0.15855488281250368
PM3-60,2021-07-02,12 Hours variance,0.17119375964505107
PM3-60,2021-07-03,12 Hours variance,0.0840499999999986
PM3-60,2021-07-04,12 Hours variance,0.17347686149691052
PM3-60,2021-07-05,12 Hours variance,0.14271895148533476
PM3-60,2021-07-06,12 Hours variance,0.16872401861496628
PM3-60,2021-07-07,12 Hours variance,0.08545092833719063
PM3-60,2021-07-08,12 Hours variance,0.13254098186728674
PM3-60,2021-07-09,12 Hours variance,0.26030116705247075
PM3-60,2021-07-10,12 Hours variance,0.23527894483026413
PM3-60,2021-07-11,12 Hours variance,0.023698459201387547
PM3-60,2021-07-12,12 Hours variance,0.562020855034732
PM3-60,2021-07-13,12 Hours variance,0.0006100718557100906
PM3-60,2021-07-14,12 Hours variance,0.037927170138884476
PM3-60,2021-07-15,12 Hours variance,0.12285649112654749
PM3-60,2021-07-16,12 Hours variance,0.11957408371913605
PM3-60,2021-07-17,12 Hours variance,0.05108894917052639
PM3-60,2021-07-18,12 Hours variance,0.07280822000385392
PM3-60,2021-07-19,12 Hours variance,0.11794954668210049
PM3-60,2021-07-20,12 Hours variance,0.3239565996334894
PM3-60,2021-07-21,12 Hours variance,0.0593688368055553
PM3-60,2021-07-22,12 Hours variance,0.21949913435571392
PM3-60,2021-07-23,12 Hours variance,0.023247070312500614
PM3-60,2021-07-24,12 Hours variance,0.31656482445987555
PM3-60,2021-07-25,12 Hours variance,0.014962097318672256
PM3-60,2021-07-26,12 Hours variance,0.4586957411265469
PM3-60,2021-07-27,12 Hours variance,0.37820837191356793
PM3-60,2021-07-28,12 Hours variance,0.3289506172839382
PM3-60,2021-07-29,12 Hours variance,0.2826580078124987
PM3-60,2021-07-30,12 Hours variance,0.1514410325038576
PM3-60,2021-07-31,12 Hours variance,0.1684417534722169
PM3-60,2021-08-01,12 Hours variance,0.16848206259645213
PM3-60,2021-08-02,12 Hours variance,0.252740750385794
PM3-60,2021-08-03,12 Hours variance,0.2686852237654295
PM3-60,2021-08-04,12 Hours variance,0.4812213758680585
PM3-60,2021-08-05,12 Hours variance,0.5324546682098807
PM3-60,2021-08-06,12 Hours variance,0.39896018759645696
PM3-60,2021-08-07,12 Hours variance,0.3173388888889004
PM3-60,2021-08-08,12 Hours variance,0.2764975206611666
PM3-60,2021-08-09,12 Hours variance,0.39586460503472287
PM3-60,2021-08-10,12 Hours variance,0.3207782503857957
PM3-60,2021-08-11,12 Hours variance,0.6152023750964639
PM3-60,2021-08-12,12 Hours variance,0.6867268904320876
PM3-60,2021-08-13,12 Hours variance,0.7973915533371527
PM3-60,2021-08-14,12 Hours variance,0.4409517963927478
PM3-60,2021-08-15,12 Hours variance,0.2590500217013831
PM3-60,2021-08-16,12 Hours variance,0.2873767578124998
PM3-60,2021-08-17,12 Hours variance,0.06648582417051949
PM3-60,2021-08-18,12 Hours variance,0.0801667534722215
PM3-60,2021-08-19,12 Hours variance,0.19522570408950476
PM3-60,2021-08-20,12 Hours variance,0.13949468557098788
PM3-60,2021-08-21,12 Hours variance,0.13982500241126158
PM3-60,2021-08-22,12 Hours variance,0.230020951485342
PM3-60,2021-08-23,12 Hours variance,0.07569832417052892
PM3-60,2021-08-24,12 Hours variance,0.1007506172839566
PM3-60,2021-08-25,12 Hours variance,0.27777124083719096
PM3-60,2021-08-26,12 Hours variance,0.5898186728395034
PM3-60,2021-08-27,12 Hours variance,0.308548765432092
PM3-60,2021-08-28,12 Hours variance,0.5115942226080189
PM3-60,2021-08-29,12 Hours variance,0.19976467013888483
PM3-60,2021-08-30,12 Hours variance,0.17355868055554963
PM3-60,2021-08-31,12 Hours variance,0.10970058111496485
PM3-60,2021-09-01,12 Hours variance,0.16675312500000034
PM3-60,2021-09-02,12 Hours variance,0.11957408371913605
PM3-60,2021-09-03,12 Hours variance,
PM4-60,2021-06-23,12 Hours variance,
PM4-60,2021-06-24,12 Hours variance,0.2259413580246975
PM4-60,2021-06-25,12 Hours variance,0.03838758680555267
PM4-60,2021-06-26,12 Hours variance,0.10714592013889135
PM4-60,2021-06-27,12 Hours variance,0.03533368055555551
PM4-60,2021-06-28,12 Hours variance,0.04548044222608181
PM4-60,2021-06-29,12 Hours variance,0.011135708429783488
PM4-60,2021-06-30,12 Hours variance,0.06510034722222174
PM4-60,2021-07-01,12 Hours variance,0.039083420138897255
PM4-60,2021-07-02,12 Hours variance,0.08837508680555611
PM4-60,2021-07-03,12 Hours variance,0.006854253472223066
PM4-60,2021-07-04,12 Hours variance,0.026258680555553384
PM4-60,2021-07-05,12 Hours variance,0.02850078125000244
PM4-60,2021-07-06,12 Hours variance,0.04663967013888652
PM4-60,2021-07-07,12 Hours variance,0.03544453124999985
PM4-60,2021-07-08,12 Hours variance,0.073952170138891
PM4-60,2021-07-09,12 Hours variance,0.20077552324460876
PM4-60,2021-07-10,12 Hours variance,0.1423704089506111
PM4-60,2021-07-11,12 Hours variance,0.0013635802469130788
PM4-60,2021-07-12,12 Hours variance,0.0272708550347224
PM4-60,2021-07-13,12 Hours variance,0.008342013888890235
PM4-60,2021-07-14,12 Hours variance,0.1417781249999956
PM4-60,2021-07-15,12 Hours variance,0.28195877932098096
PM4-60,2021-07-16,12 Hours variance,0.20480000000000037
PM4-60,2021-07-17,12 Hours variance,0.08876088888888431
PM4-60,2021-07-18,12 Hours variance,0.1058000000000004
PM4-60,2021-07-19,12 Hours variance,0.1586722222222258
PM4-60,2021-07-20,12 Hours variance,8.888888888891668e-05
PM4-60,2021-07-21,12 Hours variance,
PM4-60,2021-07-22,12 Hours variance,
PM4-60,2021-07-23,12 Hours variance,0.22133422222221955
PM4-60,2021-07-24,12 Hours variance,0.060088888888890434
PM4-60,2021-07-25,12 Hours variance,0.06578946286847998
PM4-60,2021-07-26,12 Hours variance,0.1537813368055556
PM4-60,2021-07-27,12 Hours variance,0.27689201388888224
PM4-60,2021-07-28,12 Hours variance,0.37591675347222847
PM4-60,2021-07-29,12 Hours variance,0.29805633680555654
PM4-60,2021-07-30,12 Hours variance,0.1596125000000027
PM4-60,2021-07-31,12 Hours variance,0.0885503472222286
PM4-60,2021-08-01,12 Hours variance,0.148096472318669
PM4-60,2021-08-02,12 Hours variance,0.3349483892747005
PM4-60,2021-08-03,12 Hours variance,0.2893808473186618
PM4-60,2021-08-04,12 Hours variance,0.41190417631173587
PM4-60,2021-08-05,12 Hours variance,0.3545521701388902
PM4-60,2021-08-06,12 Hours variance,0.3035503472222182
PM4-60,2021-08-07,12 Hours variance,0.24821883680554963
PM4-60,2021-08-08,12 Hours variance,0.18107302295917743
PM4-60,2021-08-09,12 Hours variance,0.2775125000000034
PM4-60,2021-08-10,12 Hours variance,0.19950138888888955
PM4-60,2021-08-11,12 Hours variance,0.43867222222222957
PM4-60,2021-08-12,12 Hours variance,0.2520500000000006
PM4-60,2021-08-15,12 Hours variance,0.41405000000000985
PM4-60,2021-08-16,12 Hours variance,0.19271701388888685
PM4-60,2021-08-17,12 Hours variance,0.34168888888889
PM4-60,2021-08-18,12 Hours variance,0.3334722222222133
PM4-60,2021-08-19,12 Hours variance,0.43090138888888346
PM4-60,2021-08-20,12 Hours variance,0.4888132812500031
PM4-60,2021-08-21,12 Hours variance,0.4083820312500085
PM4-60,2021-08-22,12 Hours variance,0.6445855034722114
PM4-60,2021-08-23,12 Hours variance,0.5142670138888974
PM4-60,2021-08-24,12 Hours variance,0.472068055555553
PM4-60,2021-08-25,12 Hours variance,0.59814453125
PM4-60,2021-08-26,12 Hours variance,0.5999688368055772
PM4-60,2021-08-27,12 Hours variance,0.32300703124999497
PM4-60,2021-08-28,12 Hours variance,0.5958680555555731
PM4-60,2021-08-29,12 Hours variance,0.3213347222222244
PM4-60,2021-08-30,12 Hours variance,0.5654127338927586
PM4-60,2021-08-31,12 Hours variance,0.44140842013888043
PM4-60,2021-09-01,12 Hours variance,0.473688888888871
PM4-60,2021-09-02,12 Hours variance,0.48306258680554287
PM4-60,2021-09-03,12 Hours variance,
PM5-60,2021-06-28,12 Hours variance,36.75340374228403
PM5-60,2021-06-29,12 Hours variance,6.596537422823154e-05
PM5-60,2021-07-01,12 Hours variance,1.09561114969136
PM5-60,2021-07-02,12 Hours variance,0.04961249999999928
PM5-60,2021-07-03,12 Hours variance,0.16320295380015246
PM5-60,2021-07-04,12 Hours variance,0.10481203944830159
PM5-60,2021-07-05,12 Hours variance,24.82237297694829
PM5-60,2021-07-06,12 Hours variance,0.29506135223765073
PM5-60,2021-07-07,12 Hours variance,0.22138967013888805
PM5-60,2021-07-08,12 Hours variance,0.1914257812500035
PM5-60,2021-07-09,12 Hours variance,0.5039661675347258
PM5-60,2021-07-10,12 Hours variance,19.597277932098812
PM5-60,2021-07-11,12 Hours variance,3.784115125868092
PM5-60,2021-07-12,12 Hours variance,5.876734722222226
PM5-60,2021-07-13,12 Hours variance,1.8958371913580259
PM5-60,2021-07-14,12 Hours variance,0.2766336829668181
PM5-60,2021-07-15,12 Hours variance,0.009926796392747546
PM5-60,2021-07-16,12 Hours variance,0.27477725935571395
PM5-60,2021-07-17,12 Hours variance,0.7778682508680409
PM5-60,2021-07-18,12 Hours variance,43.88595755555545
PM5-60,2021-07-19,12 Hours variance,6.11042534722226
PM5-60,2021-07-20,12 Hours variance,2.0292730034721953
PM5-60,2021-07-21,12 Hours variance,0.0023394700038570095
PM5-60,2021-07-22,12 Hours variance,0.09898159963348886
PM5-60,2021-07-23,12 Hours variance,0.7599561366705205
PM5-60,2021-07-24,12 Hours variance,1.9606125217013823
PM5-60,2021-07-25,12 Hours variance,0.03133686583719188
PM5-60,2021-07-26,12 Hours variance,1.528310439911259
PM5-60,2021-07-27,12 Hours variance,0.017292833719137823
PM5-60,2021-07-28,12 Hours variance,54.25708918065193
PM5-60,2021-07-29,12 Hours variance,1.8493384355709672
PM5-60,2021-07-30,12 Hours variance,0.6273555652006328
PM5-60,2021-07-31,12 Hours variance,0.4579377917631094
PM5-60,2021-08-01,12 Hours variance,40.62008888888897
PM5-60,2021-08-02,12 Hours variance,1.1045727454668253
PM5-60,2021-08-03,12 Hours variance,0.7221682966821116
PM5-60,2021-08-04,12 Hours variance,0.5435479263117349
PM5-60,2021-08-05,12 Hours variance,0.08316967833719463
PM5-60,2021-08-06,12 Hours variance,0.001988001543209098
PM5-60,2021-08-07,12 Hours variance,0.025281259645059943
PM5-60,2021-08-08,12 Hours variance,0.02287422839506014
PM5-60,2021-08-09,12 Hours variance,59.19777825038577
PM5-60,2021-08-10,12 Hours variance,1.0427083936149741
PM5-60,2021-08-11,12 Hours variance,0.5359000385802554
PM5-60,2021-08-12,12 Hours variance,0.01990289592978366
PM5-60,2021-08-13,12 Hours variance,0.005549018614968274
PM5-60,2021-08-14,12 Hours variance,0.02691522231867389
PM5-60,2021-08-15,12 Hours variance,0.007158393614970285
PM5-60,2021-08-16,12 Hours variance,1.0204648533950598
PM5-60,2021-08-19,12 Hours variance,
PM5-60,2021-08-20,12 Hours variance,27.308102816357955
PM5-60,2021-08-21,12 Hours variance,2.2549291092945145
PM5-60,2021-08-22,12 Hours variance,17.158814257812548
PM5-60,2021-08-23,12 Hours variance,1.5204531274112463
PM5-60,2021-08-24,12 Hours variance,8.112615779320922
PM5-60,2021-08-25,12 Hours variance,2.8346797092013927
PM5-60,2021-08-26,12 Hours variance,1.1197976948302375
PM5-60,2021-08-27,12 Hours variance,0.6763491126543248
PM5-60,2021-08-28,12 Hours variance,0.2351836805555566
PM5-60,2021-08-29,12 Hours variance,0.33369911265430996
PM5-60,2021-08-30,12 Hours variance,0.026786480034721193
PM5-60,2021-08-31,12 Hours variance,77.83689804407793
PM5-60,2021-09-01,12 Hours variance,4.620588891300137
PM5-60,2021-09-02,12 Hours variance,0.7000567153742357
PM5-60,2021-09-03,12 Hours variance,
PM6-60,2021-06-28,12 Hours variance,
PM6-60,2021-06-29,12 Hours variance,0.07681022376542793
PM6-60,2021-06-30,12 Hours variance,
PM6-60,2021-07-01,12 Hours variance,0.23982621768903345
PM6-60,2021-07-02,12 Hours variance,0.06343229407792639
PM6-60,2021-07-03,12 Hours variance,0.0011149691358029016
PM6-60,2021-07-04,12 Hours variance,6.172839506151085e-05
PM6-60,2021-07-05,12 Hours variance,1.5528359592014191
PM6-60,2021-07-06,12 Hours variance,0.2985927469135789
PM6-60,2021-07-07,12 Hours variance,0.23025652006172745
PM6-60,2021-07-08,12 Hours variance,0.31789237075617627
PM6-60,2021-07-09,12 Hours variance,0.33808179253471493
PM6-60,2021-07-10,12 Hours variance,0.40788010223767396
PM6-60,2021-07-11,12 Hours variance,0.12817968991125053
PM6-60,2021-07-12,12 Hours variance,0.3505868152006023
PM6-60,2021-07-13,12 Hours variance,0.03399890287422831
PM6-60,2021-07-14,12 Hours variance,0.245778395061733
PM6-60,2021-07-15,12 Hours variance,1.7666778163580077
PM6-60,2021-07-16,12 Hours variance,0.3649189911265431
PM6-60,2021-07-17,12 Hours variance,1.654810013985337
PM6-60,2021-07-18,12 Hours variance,1.8308208550346823
PM6-60,2021-07-19,12 Hours variance,1.8570927469135619
PM6-60,2021-07-20,12 Hours variance,1.2297258125964796
PM6-60,2021-07-21,12 Hours variance,1.6196250217013841
PM6-60,2021-07-22,12 Hours variance,1.5461122781636085
PM6-60,2021-07-23,12 Hours variance,1.6118851875964615
PM6-60,2021-07-24,12 Hours variance,0.9480836250964612
PM6-60,2021-07-25,12 Hours variance,0.9913102237654231
PM6-60,2021-07-26,12 Hours variance,0.8743027576905299
PM6-60,2021-07-27,12 Hours variance,1.8067156852816542
PM6-60,2021-07-28,12 Hours variance,1.6035420138888732
PM6-60,2021-07-29,12 Hours variance,1.5311284746335043
PM6-60,2021-07-30,12 Hours variance,1.1212531249999822
PM6-60,2021-07-31,12 Hours variance,0.9999336805555453
PM6-60,2021-08-01,12 Hours variance,1.8692916883680626
PM6-60,2021-08-02,12 Hours variance,3.068659037422849
PM6-60,2021-08-03,12 Hours variance,2.33040061728395
PM6-60,2021-08-04,12 Hours variance,3.4741747781635226
PM6-60,2021-08-05,12 Hours variance,4.098344736207525
PM6-60,2021-08-06,12 Hours variance,3.432381946855697
PM6-60,2021-08-07,12 Hours variance,3.6999555941358313
PM6-60,2021-08-08,12 Hours variance,2.5222806869197316
PM6-60,2021-08-09,12 Hours variance,3.4002524691357445
PM6-60,2021-08-10,12 Hours variance,3.8740521050347363
PM6-60,2021-08-11,12 Hours variance,3.013001063368069
PM6-60,2021-08-12,12 Hours variance,3.6827849175347533
PM6-60,2021-08-13,12 Hours variance,5.182411265432135
PM6-60,2021-08-14,12 Hours variance,3.113378879726079
